propertyCode,floor,propertyType,size,exterior,rooms,bathrooms,district,latitude,longitude,status,hasLift,hasParkingSpace,Less_than_Primary,Lower_Secondary,Primary,Tertiary,Upper_Secondary_or_Post_Secondary,Distribucio_P80_20,African_population,American_population,Asian_population,European_population,Oceanian_population,Population_20_44,Population_45_69,Population_less_than_19,Population_greater_than_70,price,Price_Category
94826745,17 to 25,duplex,246.0,True,4,3,Sant Martí,41.4079119,2.2155562,good,True,False,10.153846153846153,150.71428571428572,85.35714285714286,346.7857142857143,185.07142857142858,2.7857142857142856,98.0,588.0,354.0,12315.0,0.0,4155,4696,2908,1596,4150000.0,Very High
103293429,bajo,flat,77.0,True,2,2,Les Corts,41.376811,2.1157413,renew,False,False,8.96551724137931,124.5,78.23333333333333,296.26666666666665,184.1,2.6866666666666665,191.0,1732.0,711.0,21371.0,0.0,7557,7583,3845,5020,299000.0,Low
104331349,1,flat,99.0,True,3,1,Les Corts,41.3754808,2.1147585,good,True,True,8.96551724137931,124.5,78.23333333333333,296.26666666666665,184.1,2.6866666666666665,191.0,1732.0,711.0,21371.0,0.0,7557,7583,3845,5020,378000.0,Low
104744679,entreplanta,flat,54.0,True,3,1,Sant Andreu,41.425254,2.186419,good,True,False,9.3,165.2,103.325,185.6,180.45,2.585,175.0,2698.0,1097.0,25878.0,0.0,9782,9955,4609,5502,185000.0,Low
102455845,bajo,flat,149.0,True,3,2,Horta Guinardó,41.4242818,2.168036,good,True,True,5.714285714285714,131.71428571428572,68.28571428571429,215.42857142857142,164.78571428571428,2.542857142857143,15.0,346.0,61.0,9184.0,0.0,2687,3396,1708,1815,780000.0,Medium
104424101,2,flat,65.0,True,3,1,Nou Barris,41.4399075,2.1719766,good,False,False,15.5,173.1818181818182,117.77272727272727,125.68181818181819,162.22727272727272,2.209090909090909,69.0,1008.0,292.0,13815.0,0.0,4134,5187,2504,3359,195000.0,Low
104633108,bajo,flat,110.0,True,3,2,Gràcia,41.4021945,2.164216,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,625000.0,Medium
104675225,4,flat,155.0,True,4,3,Sarrià-Sant Gervasi,41.4022241,2.1430061,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,670000.0,Medium
103675806,5,flat,106.0,True,4,2,Horta Guinardó,41.418441,2.1582477,good,True,False,9.714285714285714,139.5,88.28571428571429,185.42857142857142,154.35714285714286,2.742857142857143,100.0,774.0,217.0,8259.0,0.0,3290,3036,1519,1505,333000.0,Low
104352558,5,flat,65.0,True,2,1,Sant Martí,41.4199239,2.2133339,good,False,False,22.03846153846154,301.84615384615387,245.92307692307693,133.65384615384616,192.8846153846154,2.6692307692307695,1431.0,2948.0,4411.0,19063.0,0.0,10935,8662,5287,2969,119999.0,Low
104139704,10 to 13,duplex,156.0,True,2,1,Sant Martí,41.417203,2.2183307,good,True,True,22.03846153846154,301.84615384615387,245.92307692307693,133.65384615384616,192.8846153846154,2.6692307692307695,1431.0,2948.0,4411.0,19063.0,0.0,10935,8662,5287,2969,349500.0,Low
102916076,1,flat,47.0,True,2,1,Nou Barris,41.4294127,2.1826266,good,False,False,16.166666666666668,206.30555555555554,149.16666666666666,135.08333333333334,186.63888888888889,2.5833333333333335,681.0,4545.0,1650.0,22067.0,0.0,10055,9440,4686,4762,89000.0,Low
101907931,9,flat,69.0,True,3,1,Sant Martí,41.4168623,2.2165022,good,False,False,22.03846153846154,301.84615384615387,245.92307692307693,133.65384615384616,192.8846153846154,2.6692307692307695,1431.0,2948.0,4411.0,19063.0,0.0,10935,8662,5287,2969,150000.0,Low
104518060,1,flat,210.0,True,3,1,Sarrià-Sant Gervasi,41.4021909,2.1469781,good,True,False,1.3214285714285714,87.07894736842105,33.68421052631579,366.2894736842105,177.02631578947367,2.9473684210526314,202.0,1763.0,671.0,27307.0,0.0,10140,9455,5485,4863,770000.0,Medium
102684589,3,flat,77.0,True,3,1,Horta Guinardó,41.4230255,2.1536615,renew,False,False,18.295454545454547,206.9090909090909,144.9318181818182,107.61363636363636,153.95454545454547,2.5136363636363637,391.0,3690.0,983.0,27399.0,0.0,10866,10718,5447,5432,145000.0,Low
103849857,bajo,duplex,162.0,False,2,3,Eixample,41.3872426,2.1635603,good,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,839000.0,Medium
101110045,2,flat,68.0,True,3,1,Sant Martí,41.40495,2.2014642,good,True,False,7.6923076923076925,148.125,87.65,291.475,179.575,2.77,264.0,1964.0,974.0,30874.0,10.0,11682,11885,6389,4130,400000.0,Low
102646517,1,flat,70.0,True,2,1,Sant Andreu,41.4220429,2.1921903,good,False,False,9.3,165.2,103.325,185.6,180.45,2.585,175.0,2698.0,1097.0,25878.0,0.0,9782,9955,4609,5502,203000.0,Low
104434262,entreplanta,occupied flat,66.0,True,3,1,Sant Martí,41.4059771,2.1842934,renew,True,False,7.2,150.0,89.2,242.44,184.18,2.8080000000000003,420.0,3465.0,1458.0,32948.0,0.0,13963,12261,5299,6768,302500.0,Low
103936153,2,flat,127.0,True,3,2,Sarrià-Sant Gervasi,41.399579,2.1295837,good,True,False,0.6363636363636364,66.22727272727273,25.90909090909091,343.27272727272725,157.95454545454547,3.2818181818181817,78.0,555.0,310.0,15256.0,0.0,4470,5178,3759,2792,697000.0,Medium
104448581,3,flat,140.0,True,3,3,Eixample,41.3926741,2.1675591,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,1400000.0,High
104435091,4,penthouse,106.0,True,2,1,Ciutat Vella,41.3852963,2.181115,good,True,False,6.0,138.07692307692307,100.26923076923077,344.5769230769231,171.73076923076923,3.3307692307692305,659.0,2595.0,1458.0,17232.0,18.0,11125,6032,2598,2207,630000.0,Medium
104710521,3,flat,70.0,True,3,1,Sant Martí,41.4262438,2.2047725,renew,True,False,15.952380952380953,188.6904761904762,141.4047619047619,105.35714285714286,149.3095238095238,2.357142857142857,341.0,1932.0,1415.0,25524.0,0.0,8723,9922,4655,5912,195000.0,Low
104671084,1,flat,86.0,True,3,1,Les Corts,41.3811315,2.125819,good,True,False,8.96551724137931,124.5,78.23333333333333,296.26666666666665,184.1,2.6866666666666665,191.0,1732.0,711.0,21371.0,0.0,7557,7583,3845,5020,340000.0,Low
103317789,1,flat,60.0,True,3,1,Sant Martí,41.4172531,2.2001903,good,True,False,12.0,177.36111111111111,122.52777777777777,148.63888888888889,166.61111111111111,2.388888888888889,108.0,1762.0,1238.0,22995.0,0.0,8038,8921,4071,5073,130000.0,Low
104092711,2,flat,93.0,True,3,2,Eixample,41.3893776,2.1473439,good,True,True,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,549000.0,Low
101611397,1,flat,171.0,True,6,1,Eixample,41.3979126,2.1795179,renew,True,False,5.351351351351352,146.925,79.325,325.25,198.375,2.9,477.0,3960.0,2338.0,27568.0,0.0,13804,10474,4828,5237,800000.0,Medium
103767225,2,flat,78.0,True,3,1,Eixample,41.4048604,2.1775147,good,True,False,5.707692307692308,128.41176470588235,73.13235294117646,289.72058823529414,178.0735294117647,2.9558823529411766,424.0,5478.0,2213.0,43542.0,0.0,20063,16198,6742,8654,390000.0,Low
104374388,entreplanta,flat,81.0,True,4,1,Horta Guinardó,41.4223458,2.1544261,good,True,False,18.295454545454547,206.9090909090909,144.9318181818182,107.61363636363636,153.95454545454547,2.5136363636363637,391.0,3690.0,983.0,27399.0,0.0,10866,10718,5447,5432,185000.0,Low
101127279,3,flat,68.0,True,3,1,Sants-Montjuïc,41.3755166,2.1559655,good,False,False,8.787234042553191,172.0625,128.9375,228.70833333333334,169.08333333333334,2.9791666666666665,913.0,3638.0,3798.0,30350.0,7.0,16237,12211,5575,4683,240500.0,Low
104388303,penthouse,penthouse,112.0,True,2,2,Gràcia,41.4030971,2.1517091,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,390000.0,Low
102823566,2,flat,82.0,True,4,1,Sants-Montjuïc,41.372753,2.1559267,good,True,False,8.787234042553191,172.0625,128.9375,228.70833333333334,169.08333333333334,2.9791666666666665,913.0,3638.0,3798.0,30350.0,7.0,16237,12211,5575,4683,395000.0,Low
101686176,5,penthouse,285.0,True,5,4,Sarrià-Sant Gervasi,41.3991675,2.1258593,good,True,True,3.36,80.6875,39.6875,343.34375,156.9375,3.2,185.0,956.0,468.0,23175.0,0.0,6954,7978,5659,4193,1750000.0,High
104571455,1,penthouse,312.0,True,5,3,Sarrià-Sant Gervasi,41.3944429,2.1397418,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,4200000.0,Very High
103271162,8,penthouse,389.0,True,10,3,Eixample,41.4101158,2.1773582,good,True,True,5.707692307692308,128.41176470588235,73.13235294117646,289.72058823529414,178.0735294117647,2.9558823529411766,424.0,5478.0,2213.0,43542.0,0.0,20063,16198,6742,8654,950000.0,Medium
98133833,2,penthouse,219.0,True,4,3,Eixample,41.3931563,2.1621435,good,False,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,3200000.0,Very High
102852721,chalet,chalet,360.0,True,4,4,Les Corts,41.388711,2.1184279,good,False,True,0.0,85.21428571428571,35.785714285714285,394.64285714285717,185.64285714285714,3.5714285714285716,94.0,585.0,368.0,11015.0,0.0,3319,3758,2699,2286,2200000.0,High
103621462,2,flat,190.0,True,5,3,Les Corts,41.3926535,2.1259897,good,True,True,0.0,85.21428571428571,35.785714285714285,394.64285714285717,185.64285714285714,3.5714285714285716,94.0,585.0,368.0,11015.0,0.0,3319,3758,2699,2286,995000.0,Medium
104675393,3,flat,100.0,False,3,2,Eixample,41.3902426,2.1459034,renew,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,430000.0,Low
104256942,1,penthouse,190.0,True,5,2,Eixample,41.3954935,2.1628694,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,1950000.0,High
104042841,14 to 16,flat,125.0,True,3,2,Sant Martí,41.408662,2.2165633,good,True,True,10.153846153846153,150.71428571428572,85.35714285714286,346.7857142857143,185.07142857142858,2.7857142857142856,98.0,588.0,354.0,12315.0,0.0,4155,4696,2908,1596,1500000.0,High
91966170,3,penthouse,83.0,True,2,2,Ciutat Vella,41.3796652,2.1676504,good,True,False,9.214285714285714,244.35714285714286,214.3095238095238,263.54761904761904,191.52380952380952,2.9761904761904763,1990.0,3934.0,11585.0,28098.0,0.0,21356,12814,7819,3618,563000.0,Low
100910325,1,flat,58.0,True,1,1,Ciutat Vella,41.3749123,2.1786458,good,False,False,8.833333333333334,332.1111111111111,259.77777777777777,378.55555555555554,269.44444444444446,3.4555555555555557,2024.0,3090.0,6627.0,12646.0,6.0,14457,6082,2386,1468,395000.0,Low
103931636,2,flat,107.0,True,3,2,Sant Martí,41.4109057,2.1867808,good,True,False,7.2,150.0,89.2,242.44,184.18,2.8080000000000003,420.0,3465.0,1458.0,32948.0,0.0,13963,12261,5299,6768,400000.0,Low
102928925,3,flat,53.0,True,3,1,Nou Barris,41.4319802,2.1806122,renew,True,False,16.166666666666668,206.30555555555554,149.16666666666666,135.08333333333334,186.63888888888889,2.5833333333333335,681.0,4545.0,1650.0,22067.0,0.0,10055,9440,4686,4762,99000.0,Low
102114844,bajo,flat,104.0,True,2,1,Ciutat Vella,41.3764876,2.169817,good,True,False,9.214285714285714,244.35714285714286,214.3095238095238,263.54761904761904,191.52380952380952,2.9761904761904763,1990.0,3934.0,11585.0,28098.0,0.0,21356,12814,7819,3618,470000.0,Low
102113047,1,flat,243.0,True,3,3,Eixample,41.3934713,2.1598265,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,2450000.0,High
104384523,1,flat,87.0,True,3,2,Eixample,41.387816,2.1582435,renew,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,295000.0,Low
104734297,2,flat,60.0,True,2,2,Nou Barris,41.4396274,2.1762465,good,False,False,18.5,233.0625,168.9375,95.3125,160.9375,2.65,176.0,1805.0,573.0,10157.0,0.0,4297,4180,2255,1979,188000.0,Low
104749784,4,flat,107.0,True,2,2,Sarrià-Sant Gervasi,41.4008436,2.1353086,renew,True,False,1.4074074074074074,77.27777777777777,29.22222222222222,325.27777777777777,162.52777777777777,3.2777777777777777,148.0,1381.0,573.0,23939.0,0.0,7816,8251,5512,4462,690000.0,Medium
104614372,3,flat,85.0,True,4,1,Nou Barris,41.4332658,2.1771128,good,False,False,16.166666666666668,206.30555555555554,149.16666666666666,135.08333333333334,186.63888888888889,2.5833333333333335,681.0,4545.0,1650.0,22067.0,0.0,10055,9440,4686,4762,248000.0,Low
102823488,1,flat,130.0,True,2,2,Ciutat Vella,41.3812999,2.1775567,good,True,False,8.833333333333334,332.1111111111111,259.77777777777777,378.55555555555554,269.44444444444446,3.4555555555555557,2024.0,3090.0,6627.0,12646.0,6.0,14457,6082,2386,1468,770000.0,Medium
99839523,4,flat,100.0,True,2,2,Ciutat Vella,41.3806206,2.1787437,good,True,False,8.833333333333334,332.1111111111111,259.77777777777777,378.55555555555554,269.44444444444446,3.4555555555555557,2024.0,3090.0,6627.0,12646.0,6.0,14457,6082,2386,1468,665000.0,Medium
104716961,1,flat,60.0,True,1,1,Les Corts,41.3871125,2.1324135,good,True,True,3.9206349206349205,93.38571428571429,50.142857142857146,266.7857142857143,152.2,2.797142857142857,288.0,2764.0,1419.0,41441.0,0.0,14296,14814,7267,9535,520000.0,Low
101064998,bajo,duplex,154.0,True,4,2,Gràcia,41.4100088,2.1570751,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,890000.0,Medium
104188941,1,flat,80.0,True,3,3,Eixample,41.3893146,2.144262,good,True,False,3.6933333333333334,105.7375,56.7125,305.2375,163.1125,2.9274999999999998,457.0,5103.0,2349.0,49611.0,5.0,21669,17730,7785,10341,485000.0,Low
102112850,2,flat,70.0,True,3,2,Sants-Montjuïc,41.3715839,2.131279,good,False,False,7.910714285714286,152.31034482758622,97.12068965517241,239.60344827586206,172.17241379310346,2.882758620689655,943.0,5224.0,2399.0,35908.0,0.0,17343,14090,6482,6559,350000.0,Low
104274636,2,flat,91.0,True,3,2,Sarrià-Sant Gervasi,41.4009965,2.1351792,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,535000.0,Low
104065663,3,flat,76.0,True,3,1,Sant Martí,41.4252098,2.2075323,good,False,False,15.952380952380953,188.6904761904762,141.4047619047619,105.35714285714286,149.3095238095238,2.357142857142857,341.0,1932.0,1415.0,25524.0,0.0,8723,9922,4655,5912,135000.0,Low
104530307,1,flat,88.0,True,3,2,Nou Barris,41.4402401,2.179847,newdevelopment,True,False,19.15,190.275,140.025,85.0,139.025,2.535,288.0,2756.0,1130.0,22440.0,0.0,8339,8813,4339,5123,452000.0,Low
99022981,1,flat,157.0,True,4,3,Sarrià-Sant Gervasi,41.3967844,2.1422273,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,750000.0,Medium
100921927,6,flat,232.0,True,4,3,Les Corts,41.3879312,2.1255392,good,True,True,0.0,85.21428571428571,35.785714285714285,394.64285714285717,185.64285714285714,3.5714285714285716,94.0,585.0,368.0,11015.0,0.0,3319,3758,2699,2286,1185000.0,Medium
102610177,2,flat,75.0,True,3,2,Horta Guinardó,41.4181913,2.1719333,renew,True,False,7.04,147.1,80.66,226.24,186.32,2.82,297.0,3489.0,825.0,32906.0,0.0,13004,12413,5934,6166,258000.0,Low
102692479,3,flat,65.0,True,3,1,Horta Guinardó,41.4215795,2.1721504,good,True,False,7.04,147.1,80.66,226.24,186.32,2.82,297.0,3489.0,825.0,32906.0,0.0,13004,12413,5934,6166,265000.0,Low
103983475,8,flat,103.0,True,4,1,Eixample,41.396863,2.1783914,renew,True,False,5.351351351351352,146.925,79.325,325.25,198.375,2.9,477.0,3960.0,2338.0,27568.0,0.0,13804,10474,4828,5237,545000.0,Low
104689864,bajo,flat,80.0,True,2,1,Nou Barris,41.4456761,2.1771049,good,False,False,17.8,245.4,191.75,80.65,145.75,2.6399999999999997,397.0,2448.0,739.0,12887.0,0.0,5917,5112,3330,2112,79000.0,Low
103956869,2,flat,170.0,True,5,3,Sarrià-Sant Gervasi,41.4039426,2.1346196,good,True,True,1.4074074074074074,77.27777777777777,29.22222222222222,325.27777777777777,162.52777777777777,3.2777777777777777,148.0,1381.0,573.0,23939.0,0.0,7816,8251,5512,4462,990000.0,Medium
104618975,2,flat,63.0,True,3,1,Horta Guinardó,41.4184629,2.1776472,good,False,False,7.04,147.1,80.66,226.24,186.32,2.82,297.0,3489.0,825.0,32906.0,0.0,13004,12413,5934,6166,230000.0,Low
104715777,4,flat,74.0,True,3,1,Sants-Montjuïc,41.3739769,2.1425914,renew,True,False,8.25,158.55,107.0,250.15,173.75,3.08,287.0,1475.0,1007.0,13139.0,0.0,6336,5036,2265,2271,315000.0,Low
104688292,7,flat,225.0,True,7,4,Sarrià-Sant Gervasi,41.4063446,2.1430518,good,True,False,1.3214285714285714,87.07894736842105,33.68421052631579,366.2894736842105,177.02631578947367,2.9473684210526314,202.0,1763.0,671.0,27307.0,0.0,10140,9455,5485,4863,1115000.0,Medium
103170930,1,flat,51.0,True,1,1,Nou Barris,41.440299,2.1799836,good,False,False,19.15,190.275,140.025,85.0,139.025,2.535,288.0,2756.0,1130.0,22440.0,0.0,8339,8813,4339,5123,180000.0,Low
104028439,2,flat,48.0,True,2,1,Sants-Montjuïc,41.382153,2.1358101,renew,False,False,7.910714285714286,152.31034482758622,97.12068965517241,239.60344827586206,172.17241379310346,2.882758620689655,943.0,5224.0,2399.0,35908.0,0.0,17343,14090,6482,6559,168000.0,Low
103813798,2,penthouse,37.0,True,2,1,Gràcia,41.3968273,2.1618554,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,445000.0,Low
104721240,4,flat,120.0,True,3,2,Sarrià-Sant Gervasi,41.4025248,2.1411405,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,590000.0,Low
100297729,6,duplex,210.0,True,3,3,Eixample,41.3880542,2.1676852,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,1600000.0,High
104725068,1,flat,80.0,True,2,1,Sarrià-Sant Gervasi,41.4032529,2.1472479,good,True,False,1.3214285714285714,87.07894736842105,33.68421052631579,366.2894736842105,177.02631578947367,2.9473684210526314,202.0,1763.0,671.0,27307.0,0.0,10140,9455,5485,4863,438000.0,Low
104286719,4,penthouse,61.0,True,2,1,Horta Guinardó,41.4253679,2.1760167,newdevelopment,True,False,7.04,147.1,80.66,226.24,186.32,2.82,297.0,3489.0,825.0,32906.0,0.0,13004,12413,5934,6166,389000.0,Low
90530814,14 to 16,penthouse,134.0,True,2,2,Sant Martí,41.4013588,2.2095609,good,True,True,7.6923076923076925,148.125,87.65,291.475,179.575,2.77,264.0,1964.0,974.0,30874.0,10.0,11682,11885,6389,4130,1900000.0,High
99462979,2,flat,248.0,True,4,4,Sarrià-Sant Gervasi,41.3981753,2.1309471,good,True,True,0.6363636363636364,66.22727272727273,25.90909090909091,343.27272727272725,157.95454545454547,3.2818181818181817,78.0,555.0,310.0,15256.0,0.0,4470,5178,3759,2792,1800000.0,High
100151677,17 to 25,flat,200.0,True,3,2,Sant Martí,41.4067627,2.2168042,good,True,True,10.153846153846153,150.71428571428572,85.35714285714286,346.7857142857143,185.07142857142858,2.7857142857142856,98.0,588.0,354.0,12315.0,0.0,4155,4696,2908,1596,1950000.0,High
104744612,1,flat,113.0,True,4,2,Sant Martí,41.4207691,2.2079947,good,True,False,15.952380952380953,188.6904761904762,141.4047619047619,105.35714285714286,149.3095238095238,2.357142857142857,341.0,1932.0,1415.0,25524.0,0.0,8723,9922,4655,5912,368000.0,Low
100397421,chalet,chalet,723.0,True,6,8,Les Corts,41.3876926,2.1117584,good,True,True,0.0,85.21428571428571,35.785714285714285,394.64285714285717,185.64285714285714,3.5714285714285716,94.0,585.0,368.0,11015.0,0.0,3319,3758,2699,2286,4950000.0,Very High
103832047,1,flat,54.0,True,3,1,Nou Barris,41.4407879,2.1781946,good,False,False,19.15,190.275,140.025,85.0,139.025,2.535,288.0,2756.0,1130.0,22440.0,0.0,8339,8813,4339,5123,160000.0,Low
104722657,1,flat,57.0,True,3,1,Gràcia,41.4038995,2.1558485,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,290000.0,Low
103866336,8,penthouse,182.0,True,5,3,Eixample,41.3835733,2.1468783,good,True,False,3.6933333333333334,105.7375,56.7125,305.2375,163.1125,2.9274999999999998,457.0,5103.0,2349.0,49611.0,5.0,21669,17730,7785,10341,995000.0,Medium
103838676,bajo,flat,178.0,True,4,3,Horta Guinardó,41.4232598,2.1768466,good,True,False,7.04,147.1,80.66,226.24,186.32,2.82,297.0,3489.0,825.0,32906.0,0.0,13004,12413,5934,6166,800000.0,Medium
101439782,6,flat,70.0,True,2,2,Sant Martí,41.4132834,2.2205827,good,True,True,22.03846153846154,301.84615384615387,245.92307692307693,133.65384615384616,192.8846153846154,2.6692307692307695,1431.0,2948.0,4411.0,19063.0,0.0,10935,8662,5287,2969,633000.0,Medium
103589935,entreplanta,flat,60.0,True,3,1,Sant Martí,41.410313,2.1846434,good,True,False,7.2,150.0,89.2,242.44,184.18,2.8080000000000003,420.0,3465.0,1458.0,32948.0,0.0,13963,12261,5299,6768,231000.0,Low
104319318,5,studio,30.0,True,0,1,Ciutat Vella,41.3816396,2.1672158,good,False,False,9.214285714285714,244.35714285714286,214.3095238095238,263.54761904761904,191.52380952380952,2.9761904761904763,1990.0,3934.0,11585.0,28098.0,0.0,21356,12814,7819,3618,108000.0,Low
101403621,3,duplex,261.0,False,4,3,Gràcia,41.3976463,2.1588256,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,1075000.0,Medium
104400316,penthouse,penthouse,234.0,True,3,2,Gràcia,41.406227,2.1713571,good,True,True,4.395833333333333,111.5,57.8,279.24,164.82,2.676,231.0,2682.0,1155.0,31179.0,0.0,12788,11035,5053,6371,1225000.0,Medium
102494294,1,flat,88.0,True,4,1,Sants-Montjuïc,41.3732709,2.1464878,good,True,False,9.857142857142858,153.85714285714286,111.5,228.42857142857142,165.35714285714286,2.857142857142857,399.0,841.0,539.0,8658.0,0.0,3872,3297,1459,1809,399000.0,Low
104335173,3,flat,119.0,True,3,2,Eixample,41.3839595,2.1603133,good,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,907233.0,Medium
103045509,bajo,duplex,111.0,True,2,2,Sarrià-Sant Gervasi,41.4044779,2.1444467,good,True,False,1.3214285714285714,87.07894736842105,33.68421052631579,366.2894736842105,177.02631578947367,2.9473684210526314,202.0,1763.0,671.0,27307.0,0.0,10140,9455,5485,4863,385000.0,Low
104717773,bajo,flat,155.0,True,4,2,Horta Guinardó,41.4366992,2.1589853,good,True,False,12.904761904761905,154.78571428571428,106.14285714285714,157.76190476190476,168.3095238095238,2.5523809523809526,484.0,3271.0,1052.0,24550.0,0.0,9496,9734,4904,5223,459000.0,Low
104082751,entreplanta,flat,57.0,True,2,1,Horta Guinardó,41.4225547,2.1566271,good,True,False,18.295454545454547,206.9090909090909,144.9318181818182,107.61363636363636,153.95454545454547,2.5136363636363637,391.0,3690.0,983.0,27399.0,0.0,10866,10718,5447,5432,175000.0,Low
104663097,2,penthouse,91.0,True,3,1,Sant Martí,41.4232764,2.2072579,good,True,False,15.952380952380953,188.6904761904762,141.4047619047619,105.35714285714286,149.3095238095238,2.357142857142857,341.0,1932.0,1415.0,25524.0,0.0,8723,9922,4655,5912,250000.0,Low
101027555,2,duplex,100.0,True,2,2,Horta Guinardó,41.4164335,2.1615189,newdevelopment,True,False,9.714285714285714,139.5,88.28571428571429,185.42857142857142,154.35714285714286,2.742857142857143,100.0,774.0,217.0,8259.0,0.0,3290,3036,1519,1505,490000.0,Low
104429871,7,flat,122.0,True,4,2,Les Corts,41.3905655,2.126008,good,True,True,0.0,85.21428571428571,35.785714285714285,394.64285714285717,185.64285714285714,3.5714285714285716,94.0,585.0,368.0,11015.0,0.0,3319,3758,2699,2286,895000.0,Medium
104718823,2,flat,100.0,True,3,1,Sant Martí,41.4159211,2.1968582,good,True,False,12.0,177.36111111111111,122.52777777777777,148.63888888888889,166.61111111111111,2.388888888888889,108.0,1762.0,1238.0,22995.0,0.0,8038,8921,4071,5073,335000.0,Low
104482699,5,penthouse,270.0,True,4,3,Sarrià-Sant Gervasi,41.3970918,2.149846,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,1740000.0,High
96713898,10 to 13,penthouse,79.0,True,4,1,Les Corts,41.3777069,2.1269657,good,True,False,8.96551724137931,124.5,78.23333333333333,296.26666666666665,184.1,2.6866666666666665,191.0,1732.0,711.0,21371.0,0.0,7557,7583,3845,5020,380000.0,Low
102528141,1,flat,130.0,True,3,2,Horta Guinardó,41.4126637,2.1720155,good,True,True,9.236842105263158,127.6842105263158,69.60526315789474,219.89473684210526,166.18421052631578,2.7263157894736842,191.0,2152.0,660.0,22666.0,0.0,8783,8386,3634,4866,481000.0,Low
103681784,3,flat,73.0,True,4,1,Sant Martí,41.4056582,2.1930157,renew,True,False,6.823529411764706,161.91176470588235,97.6470588235294,223.88235294117646,184.73529411764707,2.611764705882353,295.0,1801.0,758.0,23567.0,0.0,9018,9223,3993,4187,298000.0,Low
