Price_Category,latitude,longitude
Low,41.3847624,2.1483501
Low,41.381463,2.1604378
Low,41.3687208,2.1493191
Low,41.399666,2.1647724
High,41.4005656,2.1410067
High,41.3911115,2.1630184
Medium,41.3982035,2.1330771
Low,41.4060605,2.1656826
Low,41.3799732,2.1449683
Low,41.4039988,2.1715176
High,41.402572,2.1419929
Low,41.4022123,2.136941
Medium,41.3866586,2.1461369
Low,41.3793821,2.1662999
High,41.3878412,2.125677
Low,41.3883695,2.1540993
Low,41.4029421,2.1748163
Low,41.4059083,2.1553327
Very High,41.4073875,2.1370335
Low,41.390395,2.1687966
High,41.4081517,2.141015
Medium,41.4051298,2.1403551
Low,41.4018604,2.1665499
Low,41.3788395,2.1308327
Low,41.4053642,2.1364547
Low,41.3818452,2.1311539
Low,41.3826094,2.1754223
Low,41.4045842,2.1640646
Low,41.3867589,2.1710344
Low,41.408529,2.1526833
Low,41.3831276,2.1362902
High,41.3920867,2.1653373
Medium,41.3970102,2.1451634
Low,41.3998699,2.155942
Low,41.3940773,2.1737698
Low,41.36824,2.1395462
Low,41.373257,2.1214267
Low,41.3892875,2.1538686
Low,41.3694543,2.1381242
Low,41.3771533,2.1626359
Medium,41.3846062,2.1726306
Medium,41.3963896,2.145215
Medium,41.3729223,2.1608819
Low,41.407706,2.1456681
Low,41.4006982,2.136073
Low,41.3749738,2.1432977
Medium,41.381287,2.1767325
Low,41.4072643,2.1704953
Low,41.3734327,2.1542505
Low,41.408102,2.1519656
Low,41.3721791,2.1301124
Low,41.3890004,2.1580076
Low,41.3963806,2.1728263
Low,41.4102477,2.1613785
Low,41.3767791,2.1669051
Medium,41.38654,2.1611025
Medium,41.3821518,2.1701663
Low,41.3880981,2.1564727
Low,41.3844158,2.1396333
Low,41.3887351,2.1522278
Low,41.3705639,2.1588641
Low,41.379018,2.1280319
Medium,41.3976409,2.1498743
Low,41.3818471,2.1677948
Low,41.3689222,2.1416061
Medium,41.4040808,2.1354448
Low,41.3760509,2.1632288
Low,41.3741795,2.118721
Low,41.3751616,2.1424391
Medium,41.4022743,2.1701666
Low,41.3723878,2.1665592
Medium,41.3920537,2.1255251
Low,41.3802469,2.1510996
High,41.4099378,2.1389354
Low,41.3883523,2.1105341
Medium,41.3843621,2.16334
Low,41.378984,2.1688451
High,41.3876832,2.1772519
Low,41.3797529,2.1330285
Low,41.3790449,2.1463396
Medium,41.3932921,2.1787345
High,41.4077289,2.1448028
Low,41.4028366,2.1604633
Low,41.3962052,2.1446489
Low,41.3731478,2.1285413
Medium,41.3833428,2.176402
Medium,41.3860251,2.1145316
Medium,41.4073959,2.1457097
Low,41.383492,2.1742082
Low,41.3976627,2.1783356
Low,41.4094901,2.149571
Low,41.3792801,2.1308294
Low,41.396863,2.1783914
Low,41.3737217,2.157595
Medium,41.3829997,2.158298
Medium,41.3864561,2.1619513
Medium,41.3888134,2.1722105
Low,41.3897044,2.1467989
High,41.3949692,2.1152588
Low,41.3781031,2.1595445
Low,41.4005834,2.150686
Medium,41.3917313,2.1254444
Low,41.4070042,2.160941
Medium,41.3910266,2.1227331
Low,41.3749134,2.1208657
Low,41.4079351,2.163961
Low,41.3773308,2.1251474
Medium,41.3952437,2.1705569
Low,41.4056685,2.1682219
Low,41.4057697,2.1734439
Low,41.3854299,2.1415976
Low,41.3751531,2.1445844
Low,41.4121672,2.1602911
Low,41.4069642,2.1600784
Medium,41.3881125,2.1740416
Medium,41.4088423,2.1404513
Low,41.3763103,2.1424072
Low,41.417302,2.1575807
Low,41.40391,2.1495909
Medium,41.389289,2.1744359
Low,41.3798893,2.1516815
Low,41.3813182,2.1520194
Low,41.38241,2.1648028
Very High,41.3902568,2.1552753
Medium,41.3895705,2.127524
Low,41.3803728,2.1680414
Low,41.3822865,2.1633993
Low,41.387875,2.1508641
Medium,41.3741941,2.1415034
Low,41.4090182,2.1482123
Medium,41.4043417,2.1324807
Low,41.3709056,2.1603556
Medium,41.3927598,2.1545446
Low,41.3807367,2.1682452
Low,41.3721914,2.1371278
Low,41.3789698,2.1682461
Low,41.3857832,2.1518866
Medium,41.3893178,2.1631523
Medium,41.3949828,2.1682167
Low,41.4049696,2.163573
Low,41.4065559,2.1663129
Low,41.3759247,2.1682826
Medium,41.3868473,2.1635914
Low,41.3819018,2.1718302
Low,41.3712924,2.1475507
Medium,41.3896146,2.1235403
Low,41.3786572,2.1323144
Low,41.4089809,2.1724353
Low,41.3787837,2.160346
Low,41.3924658,2.1650679
Low,41.4000674,2.1635763
Low,41.4066239,2.1710354
Low,41.4082702,2.1547974
Medium,41.3912344,2.1376728
Medium,41.3957624,2.1309613
Low,41.409358,2.1683065
Low,41.3904631,2.1523096
Low,41.4034471,2.1591046
Low,41.4033196,2.1358338
Low,41.4036918,2.1750479
Low,41.4061983,2.1648245
Low,41.380684,2.1674382
Low,41.3661146,2.1391915
Low,41.3743041,2.1696197
Low,41.3736927,2.1685297
Low,41.4023898,2.1327266
Low,41.3893691,2.1508939
High,41.3970757,2.1344179
Low,41.3831585,2.1415138
Low,41.3780602,2.1359895
Low,41.3762629,2.1599915
Medium,41.3900615,2.1283818
Medium,41.3942014,2.1403864
Low,41.3888867,2.1700144
Medium,41.3909237,2.1363917
Low,41.3719476,2.1618156
Medium,41.3970047,2.1391784
Low,41.3773577,2.1666641
Low,41.3977179,2.1713599
Very High,41.3908197,2.1660433
Low,41.38436,2.1484584
Medium,41.3813809,2.1739756
Low,41.3776464,2.1248402
Medium,41.3964023,2.153527
Low,41.4035703,2.1604921
Low,41.3689596,2.1405461
Medium,41.4072942,2.1476836
Low,41.3685449,2.139703
High,41.3971701,2.1354298
Medium,41.3964023,2.153527
Low,41.4078726,2.1677558
Low,41.3859756,2.1467998
High,41.4001185,2.1385568
High,41.3913734,2.1658374
Low,41.3892578,2.1556321
Low,41.3888328,2.1413669
Medium,41.3797828,2.1731221
Very High,41.391128,2.1666805
Low,41.4082355,2.170675
Low,41.3704875,2.1412053
Low,41.4016086,2.1635455
Low,41.3685359,2.137499
Low,41.4048949,2.1630205
Low,41.4049352,2.1710605
Medium,41.3853986,2.1535822
Medium,41.4023634,2.1647392
Low,41.4032281,2.135273
Low,41.401927,2.1386584
Low,41.372319,2.1477477
Low,41.3796892,2.1501183
Medium,41.4083884,2.1597865
Medium,41.4042908,2.1642507
Very High,41.3905917,2.1648788
Low,41.4041151,2.1552934
Low,41.3772726,2.1710801
Low,41.390637,2.1584099
Low,41.37941,2.1530587
Medium,41.4024929,2.1347607
High,41.3911763,2.1559118
High,41.4010299,2.1282246
Medium,41.3728611,2.1579731
High,41.4007453,2.1292091
Low,41.3737516,2.1306523
Medium,41.3994476,2.1650505
Medium,41.4007854,2.1463268
Low,41.3775171,2.1491899
Low,41.373233,2.125991
High,41.392446,2.1697513
Medium,41.3879312,2.1255392
Low,41.3789397,2.1580009
Medium,41.3879785,2.1643374
Medium,41.3793403,2.1718609
Low,41.3715382,2.164356
Low,41.4045684,2.1611109
Medium,41.3971056,2.1232335
Low,41.3908083,2.155793
Low,41.3756376,2.1590955
Medium,41.3845859,2.1590713
Low,41.3868711,2.1740876
Medium,41.3998543,2.1718249
Medium,41.3952095,2.1342924
High,41.4090686,2.1395799
Low,41.387839,2.1795962
Low,41.3963205,2.1554383
Medium,41.3891857,2.1263551
Low,41.3801022,2.1705593
High,41.3973274,2.1380073
Low,41.3799134,2.1693868
Medium,41.3971922,2.1414396
Medium,41.4034252,2.1379076
Low,41.3825094,2.1426236
Medium,41.4012509,2.1469515
Medium,41.3964753,2.1688692
Medium,41.3863907,2.1328969
Medium,41.3915317,2.1532622
Low,41.3802694,2.1728416
Low,41.4058304,2.1565554
Low,41.3749918,2.144686
Low,41.4078439,2.1680383
Low,41.3724277,2.1332929
Low,41.3720101,2.1369181
Low,41.3841696,2.1724023
Low,41.3975037,2.1456493
Low,41.4088158,2.1669523
High,41.3919395,2.1678389
Low,41.3798031,2.16341
High,41.4009694,2.1293528
Medium,41.4020444,2.132562
Low,41.3800281,2.1636733
Medium,41.4021502,2.1548746
Low,41.3788233,2.1591029
Low,41.3720666,2.167017
Low,41.3728611,2.1579731
Low,41.384246,2.173807
Medium,41.3919621,2.1741076
Low,41.3805212,2.153968
Low,41.372662,2.1454414
Low,41.4069439,2.166252
High,41.3919395,2.1678389
Medium,41.3984596,2.1703339
High,41.3870193,2.1209853
Low,41.3989496,2.147501
Low,41.4034193,2.1743027
Low,41.3783174,2.1388139
Low,41.3684215,2.1406932
Low,41.4059753,2.1717648
Low,41.3763729,2.163772
Low,41.4044741,2.1610831
Medium,41.4066042,2.1715127
Low,41.3967421,2.1458147
Low,41.4033349,2.1530258
Medium,41.3849709,2.1517087
Low,41.3780075,2.1686071
Low,41.3827043,2.1680371
Medium,41.3882436,2.1692694
Low,41.3765184,2.1577963
Low,41.416189,2.1417066
Low,41.3777345,2.1654731
Low,41.3748522,2.1645424
Low,41.3919158,2.1244276
Medium,41.3905644,2.1649374
Low,41.3858639,2.1715035
High,41.3942862,2.1509646
Low,41.3844718,2.1722975
Low,41.3835031,2.1684963
Medium,41.3841733,2.1571716
Low,41.4047209,2.1652069
Low,41.3795653,2.1757248
High,41.396485,2.1380653
Medium,41.4016825,2.1328402
Low,41.3903576,2.1439835
Low,41.4149139,2.1454944
Low,41.4094867,2.1487533
Low,41.379418,2.1652529
Low,41.3818108,2.1529862
Very High,41.395677,2.1399265
Low,41.3922586,2.1542983
Low,41.3776683,2.1455157
High,41.4052319,2.1412937
Medium,41.3896567,2.124571
Medium,41.382011,2.1703504
Low,41.38652,2.1771663
Medium,41.3805346,2.1705597
Low,41.3834004,2.1300491
Low,41.3710389,2.1392666
Low,41.40473,2.1610807
Medium,41.3862463,2.1782629
Low,41.3760506,2.1309554
Low,41.3710482,2.1456254
Medium,41.3857604,2.1577762
Medium,41.4001258,2.1478674
Low,41.3868539,2.1722488
Low,41.40491,2.163105
Low,41.3966078,2.1466141
Low,41.4053143,2.1717748
Low,41.3826982,2.1614847
Low,41.3757899,2.1219264
Medium,41.4015538,2.1446233
Very High,41.3939221,2.1379463
Low,41.4045687,2.1487669
Low,41.3859119,2.1466095
Medium,41.3866186,2.1628352
Low,41.381414,2.1325126
Low,41.4126202,2.1594994
Medium,41.3923577,2.1241978
Low,41.3874869,2.1791898
Low,41.3724362,2.1344284
Medium,41.403121,2.161708
Medium,41.3901734,2.1236368
Low,41.3953792,2.1786301
Medium,41.3729919,2.142316
Very High,41.4022858,2.1277986
Low,41.3796652,2.1676504
Medium,41.3986081,2.1518106
Low,41.3757652,2.1686504
Low,41.4002281,2.1607222
Low,41.410401,2.1386714
Low,41.3773652,2.1705504
Medium,41.398093,2.1489999
Low,41.4130514,2.1675933
Low,41.4022028,2.163923
Low,41.4070696,2.1416162
Low,41.3794652,2.1678504
Low,41.3724919,2.134557
Low,41.3779652,2.1703504
High,41.3881015,2.1686714
Medium,41.4037395,2.1368031
Low,41.3945449,2.1269352
Low,41.4101409,2.1425559
Low,41.3762507,2.1721231
Low,41.3807419,2.1643843
Low,41.3810497,2.151835
Low,41.3839927,2.1342225
Low,41.3766452,2.1652471
Low,41.3717575,2.1666005
High,41.3965122,2.1365568
Low,41.3822582,2.1522544
Low,41.3681952,2.1383182
Low,41.3664617,2.1374358
Very High,41.3906481,2.1104349
Low,41.4088627,2.1710887
Medium,41.3900409,2.1242243
Medium,41.3823958,2.1705782
Low,41.4062958,2.1471328
Low,41.3917656,2.139759
Low,41.3875563,2.1447284
Low,41.3835582,2.1643049
Low,41.4056227,2.1455115
Low,41.3883061,2.14127
Low,41.404039,2.1482565
Medium,41.3949812,2.1686177
Low,41.3716744,2.1335371
Medium,41.3905423,2.1751165
Low,41.3793789,2.1463176
Low,41.3782331,2.1676699
Low,41.3814976,2.1290542
High,41.3891026,2.1656441
Low,41.3811817,2.1344792
High,41.3926698,2.1234882
Medium,41.3985019,2.1337459
Low,41.3839996,2.1375712
Low,41.3813265,2.1459474
Very High,41.3966162,2.1390752
Low,41.3722382,2.1615092
Medium,41.3893279,2.1630724
Low,41.3757653,2.1677656
Low,41.3779158,2.1318768
Medium,41.3977693,2.1446133
Low,41.4092672,2.1571303
Low,41.4036556,2.1541887
High,41.401245,2.1317983
Medium,41.3915197,2.1282094
Low,41.4059246,2.1729444
Medium,41.3917783,2.1245177
Low,41.3864066,2.1783599
High,41.3970802,2.1296428
Low,41.3954573,2.1746554
Low,41.3829894,2.1760446
Low,41.3791377,2.1402638
Low,41.3945525,2.1271765
Medium,41.3945814,2.1344199
Low,41.4010112,2.1544252
Low,41.4073373,2.1711671
Low,41.383337,2.1749151
Low,41.4046587,2.1717482
Low,41.4046371,2.132011
Medium,41.3942191,2.1703916
Low,41.3824362,2.1293216
Low,41.373558,2.1462384
Low,41.3955525,2.1245765
Low,41.380324,2.1744917
Medium,41.4003216,2.1503793
Low,41.3867306,2.1722209
High,41.3997014,2.1365829
Low,41.4139761,2.1632513
Low,41.3781829,2.1676251
Medium,41.3690849,2.1624562
Low,41.3778064,2.1350707
Low,41.3890097,2.1534246
Low,41.3815359,2.1670393
Low,41.4103463,2.1621852
Low,41.3988879,2.1432155
Low,41.4076585,2.1601371
High,41.4001798,2.1310066
Medium,41.4040077,2.1367293
Low,41.3800799,2.1532287
Medium,41.4055958,2.1616145
Low,41.3821979,2.1753331
Low,41.388114,2.1721742
Low,41.3767895,2.1280181
Low,41.4068257,2.1642399
Low,41.3704716,2.1421775
Low,41.3781482,2.1490922
Low,41.4155082,2.1599906
Low,41.3921272,2.1717464
Low,41.3854849,2.1309813
Medium,41.3897005,2.1265258
Medium,41.4036772,2.1761467
Low,41.3901904,2.1460166
Low,41.3860646,2.1104327
Low,41.4024268,2.1552834
Low,41.4044925,2.1625894
Low,41.3989314,2.1207625
Medium,41.3885636,2.1550979
Low,41.3831383,2.1778671
Low,41.3862507,2.1314968
Low,41.3746864,2.1490166
Medium,41.4048463,2.1425912
Low,41.37355,2.157454
Low,41.3893146,2.144262
Low,41.3772904,2.1675474
Low,41.3732613,2.1275831
Medium,41.3859527,2.152916
Low,41.4076529,2.158611
Low,41.3706176,2.1411847
Medium,41.376889,2.1531979
Low,41.402432,2.1357677
Low,41.379915,2.169579
Medium,41.4005578,2.1565711
Low,41.4046815,2.1680775
Medium,41.3935577,2.155109
Medium,41.3938217,2.1248584
Low,41.3815078,2.1771511
Low,41.3832509,2.1708227
Medium,41.4192242,2.1429439
Low,41.4085079,2.1504373
Medium,41.3821002,2.1572418
Low,41.3708953,2.1384401
Low,41.3991805,2.1655701
High,41.3841568,2.1479032
Medium,41.3920483,2.1262509
High,41.4072067,2.1325838
High,41.4063148,2.1197351
Low,41.3852784,2.1520092
Low,41.4156934,2.1592766
Medium,41.3935645,2.1386897
Medium,41.4108702,2.136291
Low,41.4077727,2.1700152
Medium,41.3929959,2.1309795
High,41.4025882,2.1422771
Low,41.3924681,2.1437483
Medium,41.3810294,2.1530827
Low,41.3867179,2.1494839
Low,41.3749999,2.1209558
Low,41.3712844,2.1385009
Low,41.3782398,2.1631697
Low,41.3969977,2.1474653
Low,41.4003196,2.1564649
Low,41.3853822,2.1724465
Medium,41.3914073,2.1578005
Low,41.382438,2.1481806
Low,41.3736815,2.13207
Low,41.378413,2.1333302
Low,41.4084074,2.150252
Medium,41.3871964,2.1715398
High,41.3909147,2.1637398
Low,41.3847948,2.1457234
Low,41.3739895,2.1331512
Medium,41.374847,2.136855
Low,41.3923354,2.1491538
Medium,41.4013055,2.1642601
Low,41.3871107,2.1493715
Medium,41.4023875,2.1750201
Low,41.3800055,2.1346121
Low,41.4154468,2.1507484
Low,41.3804686,2.1485457
Low,41.3823258,2.1486653
Low,41.4130624,2.1595306
Medium,41.3995627,2.1446886
Low,41.4010061,2.1489097
Low,41.379226,2.1422426
High,41.3972375,2.1350214
Low,41.3871443,2.1433882
Low,41.4094552,2.1556723
Low,41.3745085,2.1455402
Medium,41.3908551,2.1719234
Low,41.4029827,2.1569563
Low,41.3790618,2.1263747
Low,41.3924525,2.1255765
Medium,41.383686,2.1345744
Low,41.3718534,2.1363169
Medium,41.3882334,2.1558738
Low,41.382411,2.1337338
Medium,41.3888456,2.1737924
Medium,41.4050267,2.1670226
Low,41.3993771,2.1445066
Medium,41.3805864,2.1567221
Low,41.3739061,2.1609954
Low,41.393922,2.1507368
Medium,41.3803171,2.1704271
Low,41.3825504,2.1559325
Low,41.3795269,2.1442961
Low,41.3770988,2.1504557
Low,41.3921953,2.1431825
Low,41.402676,2.1376813
Low,41.385048,2.1722129
Low,41.3848226,2.1309265
Medium,41.3913174,2.1552431
Low,41.4026138,2.1540068
Low,41.3922719,2.1271773
Low,41.3826482,2.1715385
Low,41.3733779,2.1380462
Low,41.4079743,2.1655274
Low,41.4067013,2.1603558
Low,41.3826283,2.1716258
Low,41.4067142,2.1746312
Low,41.3730899,2.1656469
Low,41.3886747,2.1776186
Low,41.3885977,2.1791686
Medium,41.3796651,2.1602526
Medium,41.3905457,2.1768657
Low,41.3763058,2.1683956
Low,41.3913777,2.1510568
Low,41.3774423,2.1642433
Medium,41.3925692,2.12015
Low,41.3803995,2.164753
Low,41.4070949,2.171265
Low,41.377853,2.1697447
Low,41.3849382,2.1296839
Low,41.3709153,2.1588794
Very High,41.3937863,2.1381521
Low,41.3768025,2.1455623
Low,41.4045564,2.1711756
Low,41.3898444,2.1465332
High,41.3924041,2.1840414
Low,41.4086114,2.1778407
High,41.3785195,2.1758932
Low,41.3880194,2.1827617
Low,41.4147241,2.1944306
Medium,41.3837841,2.182536
High,41.3915352,2.1834205
High,41.3976289,2.2083358
Low,41.4028448,2.1812933
Medium,41.3815241,2.1796481
Low,41.4188306,2.1763648
High,41.4017196,2.2051709
Medium,41.4126288,2.1745765
Medium,41.4066124,2.1797309
Low,41.4118906,2.1806175
Low,41.4144799,2.1930111
Medium,41.4032253,2.1869884
Medium,41.4079491,2.176307
Low,41.3856668,2.1810325
Low,41.4004156,2.181678
Low,41.38216,2.1813391
Low,41.3808184,2.1792193
Low,41.3900744,2.1845605
Medium,41.3897528,2.1952238
Medium,41.3859694,2.1832859
Low,41.4191173,2.175449
Low,41.3978575,2.2062934
Low,41.3792889,2.1762239
Low,41.4067694,2.1753672
Low,41.4083237,2.1817382
Medium,41.3862358,2.1855621
Medium,41.4057266,2.2044256
Low,41.4048462,2.2091625
Low,41.3793081,2.177086
Low,41.4079557,2.1757057
Low,41.3804209,2.1884964
Low,41.385277,2.1817315
Low,41.4062371,2.1802845
Low,41.4083014,2.1757699
Low,41.3873472,2.1819014
Low,41.4093758,2.1929839
Low,41.4236204,2.1727991
Low,41.4064278,2.1934915
Low,41.3786243,2.1757913
Low,41.4283163,2.1811392
Medium,41.3809196,2.1773264
Low,41.4207149,2.1617429
Low,41.3999607,2.1799078
Medium,41.3818171,2.1814563
Low,41.4181355,2.2004813
Low,41.4064225,2.1901325
Medium,41.4108931,2.1793485
Low,41.3802457,2.1768292
Medium,41.401644,2.2052662
Low,41.4034847,2.2003176
Medium,41.3842012,2.1836959
Medium,41.3790268,2.1798932
Medium,41.4093316,2.1806272
Low,41.3792022,2.1788421
Low,41.3816231,2.1824057
Low,41.3908996,2.1828131
Low,41.4107821,2.1995237
Low,41.3904259,2.1890193
Low,41.4179738,2.2001773
Medium,41.3841919,2.1807233
Medium,41.3820989,2.1821046
Low,41.4199883,2.1842029
Medium,41.412443,2.1865555
Low,41.3912142,2.1879087
Medium,41.3955716,2.1982769
Low,41.3975574,2.2025682
Low,41.4223477,2.1513122
Medium,41.3775639,2.1772904
Low,41.4016657,2.2010388
Medium,41.3998655,2.1799143
Low,41.3959589,2.2053034
Low,41.404542,2.2098626
Low,41.3915021,2.1822265
Medium,41.3887643,2.1849001
Low,41.383184,2.1808825
Low,41.3968061,2.1812012
Medium,41.398162,2.1993406
Low,41.4031412,2.1810856
Low,41.4010125,2.187873
Low,41.4028686,2.1799208
Low,41.3939001,2.1562566
Medium,41.4064861,2.1866652
Medium,41.4252457,2.1649082
Low,41.3783224,2.1779156
Low,41.3823169,2.1823372
Medium,41.3931526,2.1664105
Low,41.400964,2.1572269
Very High,41.3996576,2.1970181
Medium,41.3914953,2.1911586
Low,41.3879264,2.1826138
Medium,41.392585,2.1912595
Medium,41.3816895,2.1825257
Low,41.3791548,2.1778849
Medium,41.380646,2.1795227
Medium,41.3948335,2.1964137
Low,41.4237569,2.1821031
Low,41.3828995,2.1792678
Low,41.3904773,2.1795945
Low,41.3825504,2.1875589
Low,41.3877392,2.181082
Medium,41.3973931,2.1876737
Medium,41.4077473,2.2001453
Medium,41.4100794,2.1779346
Medium,41.3804375,2.1798853
Medium,41.3914396,2.1811248
Medium,41.3797568,2.1764344
Low,41.4099427,2.1780353
Medium,41.3840148,2.1805862
Medium,41.4273011,2.1604206
Low,41.4197172,2.2014078
Low,41.3845381,2.1802737
Low,41.3883077,2.1534212
Medium,41.3855012,2.1572207
Medium,41.3850403,2.1794593
Low,41.3820422,2.1799287
Medium,41.3841788,2.1815626
Medium,41.3938259,2.1518462
Low,41.4015563,2.1829991
High,41.3951277,2.158218
Medium,41.4212322,2.1515571
Medium,41.3986992,2.1878086
Low,41.3968749,2.1810483
Low,41.3830326,2.1629794
Medium,41.4078094,2.1782485
Low,41.3820741,2.1790791
Low,41.3989922,2.1843203
Low,41.4258348,2.1553273
Low,41.4230358,2.1525216
Low,41.3800646,2.189617
Low,41.3958591,2.1843245
Low,41.4027721,2.1912588
Low,41.4043423,2.1792942
Low,41.3875173,2.1817996
Medium,41.4021142,2.1905662
Low,41.4039539,2.159471
Low,41.3789692,2.1791072
Low,41.3932702,2.1914106
Medium,41.3984063,2.1796563
Low,41.4221104,2.1867727
Medium,41.3801173,2.1773681
Low,41.4226931,2.1900742
Low,41.3821073,2.1813171
Low,41.38273,2.1795264
Low,41.4032117,2.1836226
Medium,41.3888067,2.1606031
Low,41.4054483,2.1996074
Low,41.3958392,2.1821077
Low,41.4166219,2.1867968
Low,41.4166706,2.191655
Low,41.4204136,2.1511479
Low,41.3848737,2.1810444
Low,41.3849085,2.1846232
Low,41.4287573,2.1724626
Low,41.4058587,2.1924857
Medium,41.3905518,2.1761586
Low,41.4266458,2.1673373
Medium,41.3951765,2.1429477
High,41.3985836,2.2092055
Medium,41.3792122,2.1793609
Low,41.3829338,2.1816189
Medium,41.3830221,2.1811797
Low,41.4028621,2.202688
Medium,41.3818633,2.1785369
Low,41.405329,2.2046593
Medium,41.3792547,2.1770166
Low,41.4184463,2.1747746
Low,41.3782139,2.1773814
Medium,41.380173,2.1806058
Low,41.4055092,2.2033578
Low,41.3789409,2.1787617
Medium,41.381765,2.1809977
Medium,41.3843534,2.1591947
Medium,41.3787688,2.1800895
Medium,41.3975271,2.1412242
Medium,41.3818214,2.1808777
Low,41.3827051,2.1795313
Medium,41.3843156,2.1604619
Low,41.4161109,2.1624279
Low,41.3787092,2.1810348
Low,41.4174548,2.2032751
Low,41.423334,2.1916706
Low,41.4022806,2.208214
Low,41.4056407,2.1766886
Low,41.3891812,2.1814191
Low,41.40554,2.1921835
Low,41.4009415,2.1800765
Low,41.3997916,2.2038555
Medium,41.3815875,2.1786359
Low,41.4170678,2.1590435
Low,41.4022391,2.1998493
Low,41.4213456,2.1795078
Low,41.4100162,2.1765248
Low,41.423334,2.1916706
Low,41.423334,2.1916706
Medium,41.3956921,2.197889
Low,41.3811898,2.1792055
Medium,41.4284851,2.1698017
Low,41.4065072,2.1705784
Medium,41.3856155,2.1807828
Low,41.3923083,2.1537581
Medium,41.3812999,2.1775567
Low,41.3935254,2.1853118
Low,41.3781672,2.1783451
Medium,41.4217157,2.1718718
Medium,41.3778524,2.1794709
Low,41.4011802,2.1803478
Low,41.4243063,2.1531238
Low,41.4047993,2.210397
Low,41.4257509,2.1921327
Low,41.3968622,2.206998
Low,41.4044553,2.2068621
Low,41.4078461,2.2101375
Low,41.4096111,2.1754277
Low,41.3827022,2.1861727
Low,41.4191985,2.1782265
Low,41.4092496,2.1858864
Low,41.3840133,2.1835646
Low,41.4199808,2.1528144
Low,41.398657,2.2003132
Medium,41.3839385,2.179461
Low,41.3814883,2.1781531
Low,41.4152315,2.203314
Medium,41.41026,2.1754809
Low,41.4107865,2.1731084
Low,41.4159336,2.1731561
Low,41.394566,2.1936997
Medium,41.3775307,2.1776584
Low,41.4275834,2.1572071
Low,41.4015257,2.1802536
Low,41.4202359,2.177862
Low,41.4267221,2.186183
Low,41.4082943,2.1898897
Low,41.4084942,2.1759168
Low,41.3823162,2.190064
Medium,41.4210423,2.1857961
Low,41.380666,2.1789964
Low,41.4150956,2.1805125
Low,41.4220555,2.1484471
Low,41.387666,2.1822823
Medium,41.3844409,2.17294
Low,41.4171903,2.1849103
Low,41.40957,2.1743163
Low,41.4184839,2.1692731
Medium,41.406988,2.2071721
High,41.4013588,2.2095609
High,41.3961461,2.2022872
Low,41.4004023,2.1790271
High,41.3962769,2.2027583
Low,41.395104,2.1933127
Low,41.3799909,2.1792675
Low,41.4155799,2.1820063
Medium,41.3836546,2.1788833
Medium,41.4122955,2.1740459
Low,41.3879108,2.1813662
Low,41.3819211,2.1778894
Low,41.4242724,2.1531764
Low,41.4257248,2.1894156
Low,41.4181696,2.1970181
Medium,41.397477,2.180503
Medium,41.3852963,2.181115
Low,41.4058904,2.1841708
Low,41.3872265,2.1838367
Low,41.3863736,2.1822637
Medium,41.4031705,2.2097717
Low,41.3918901,2.1812373
Low,41.4244529,2.1856066
Low,41.3827139,2.180044
Low,41.413042,2.1791666
Low,41.4308361,2.1759254
Low,41.3929238,2.184192
Low,41.4191093,2.1702151
Low,41.4086091,2.1831794
Low,41.3852683,2.1797601
Low,41.4221927,2.1548389
Low,41.4154499,2.1718413
Medium,41.4122206,2.1863958
Low,41.4058748,2.1818952
Low,41.3803601,2.1780507
Low,41.4216126,2.1534784
Low,41.4201912,2.1756567
Low,41.3965424,2.204556
Medium,41.4143442,2.1885404
Medium,41.4042244,2.2001106
Low,41.4197625,2.1975002
Low,41.3805443,2.1676483
Low,41.4011499,2.207573
Low,41.3843386,2.1802383
Low,41.4219021,2.1523292
Low,41.3818284,2.1865877
Low,41.4229103,2.1511792
Low,41.408171,2.1829309
Low,41.3814829,2.1819735
Low,41.3957312,2.2052522
Low,41.3795679,2.1785822
Low,41.4184742,2.1556912
Medium,41.3802773,2.1872788
Low,41.4164912,2.1801321
Low,41.3909197,2.1826977
Medium,41.4090027,2.2044157
Low,41.3946304,2.1853123
Medium,41.4253725,2.1667392
Medium,41.3987273,2.1517483
Medium,41.4153559,2.1781526
Low,41.4230752,2.1524057
Low,41.3908018,2.1816589
Low,41.4177741,2.1791256
Low,41.4057658,2.1779417
Medium,41.4245266,2.1748496
Low,41.4183404,2.1781666
Low,41.4156558,2.2057546
Low,41.4127803,2.1960708
Medium,41.407482,2.1781476
Medium,41.4031931,2.1969395
Low,41.4257795,2.155314
Low,41.3798226,2.1801404
Low,41.4254133,2.1800989
Medium,41.4051605,2.1784772
Low,41.4000832,2.2011804
Low,41.4215228,2.1517678
Low,41.4213138,2.1529852
Low,41.4206257,2.1536424
Low,41.4024692,2.2032391
Low,41.3870771,2.1814646
High,41.3805511,2.1778033
Low,41.406816,2.1883543
Low,41.4269856,2.1820695
Low,41.4183443,2.1685651
Low,41.3997243,2.1854172
Low,41.4196528,2.1501153
Low,41.3794093,2.1781842
Medium,41.3853342,2.1809706
Low,41.4178899,2.1748631
Low,41.3809841,2.1812817
Medium,41.4089067,2.2034013
Low,41.3897733,2.1810721
Low,41.4134347,2.181399
Medium,41.3838315,2.1794334
Medium,41.427308,2.188645
Low,41.4232485,2.1502289
Low,41.4165269,2.1607094
Low,41.4111421,2.1841862
Medium,41.3842738,2.1821035
