Price_Category,latitude,longitude
Low,41.4316903,2.1952114
Low,41.4307574,2.1863447
Low,41.4462263,2.1755036
Medium,41.4314362,2.188403
Low,41.4368947,2.1822881
Low,41.4269156,2.1792052
Low,41.4439941,2.1831489
Low,41.4194058,2.183269
Low,41.4466283,2.1772989
Low,41.4417605,2.1837632
Low,41.4470115,2.1747297
Low,41.4397631,2.1775191
Low,41.4197178,2.1770441
Low,41.4325364,2.1843259
Low,41.4181528,2.1597691
Medium,41.4129997,2.1773606
Low,41.4297116,2.1678177
Medium,41.4307111,2.1839314
Low,41.4297116,2.1678177
Low,41.4190711,2.1781748
Low,41.4174565,2.1772809
Low,41.4195072,2.1776735
Low,41.4177313,2.1727595
Medium,41.4160207,2.1750688
Medium,41.4246615,2.1910262
Low,41.4297116,2.1678177
Low,41.4297116,2.1678177
Low,41.4451834,2.1777534
Low,41.4343644,2.1832787
Low,41.4174565,2.1772809
Low,41.4297116,2.1678177
Low,41.4174565,2.1772809
Low,41.4194431,2.1588347
Low,41.4347388,2.1856642
Low,41.4174565,2.1772809
Low,41.4459103,2.1737097
Low,41.4417656,2.1751981
Low,41.4195072,2.1776735
Low,41.4274882,2.1820159
Low,41.4248235,2.1910365
Low,41.4218853,2.1838668
Medium,41.4359382,2.1615592
Low,41.418683,2.1580736
Low,41.4242724,2.1531764
Low,41.4392893,2.1939428
Low,41.4398405,2.1923891
Low,41.4242649,2.1546526
Low,41.4444023,2.1829952
Low,41.4228186,2.1874815
Low,41.4358769,2.1735335
Low,41.4402401,2.179847
Low,41.4470891,2.1802295
Low,41.4177716,2.1713996
Medium,41.4402401,2.179847
Low,41.4203324,2.1765882
Low,41.4458747,2.1769156
Low,41.4188496,2.1761224
Low,41.4402401,2.179847
Low,41.4402401,2.179847
Low,41.4297008,2.1784372
Low,41.4210347,2.1769108
Low,41.4173901,2.1857863
Low,41.4332236,2.1802205
Low,41.4186221,2.1690315
Low,41.4188774,2.1611175
Low,41.4204717,2.1828644
Low,41.4209918,2.1890305
Low,41.4262483,2.1800471
Low,41.4311747,2.1688167
Medium,41.4255565,2.1667237
Low,41.4191761,2.1643257
Low,41.4480221,2.1761597
Low,41.4407349,2.1795809
Low,41.4275086,2.1780586
Low,41.4330159,2.1766897
Low,41.4329549,2.1551274
Low,41.4283259,2.1715813
Low,41.4201617,2.1889538
Low,41.4193126,2.1778874
Low,41.4179105,2.1621478
Low,41.4311844,2.1697142
Medium,41.4248936,2.1800376
Low,41.4459776,2.1768671
Low,41.4190768,2.1751059
Low,41.4204518,2.1759105
Low,41.4150943,2.181659
Low,41.4338607,2.1696434
Low,41.4307104,2.1647991
Low,41.4312838,2.1622893
Low,41.4477711,2.1752287
Low,41.4299359,2.1736392
Low,41.4296755,2.1676485
Low,41.4302338,2.1645428
Low,41.4193193,2.1597558
Low,41.4443047,2.1861421
Low,41.446045,2.1829436
Low,41.4321436,2.1711577
Low,41.425357,2.1729777
Low,41.4322432,2.1809165
Low,41.438236,2.1844962
Low,41.4387931,2.1872938
Low,41.4360271,2.1763662
Low,41.4276854,2.1886911
Medium,41.4291824,2.182906
Low,41.4320428,2.171422
Low,41.4203918,2.170647
Low,41.4274775,2.1751012
Low,41.4334455,2.1774519
Low,41.4216592,2.188616
Low,41.4408899,2.1883375
Low,41.445427,2.178909
Low,41.4467589,2.1753477
Low,41.4448977,2.1847184
Low,41.4159541,2.1787735
Low,41.4334422,2.1715725
Low,41.4235165,2.1562823
Low,41.4186306,2.159212
Low,41.4233537,2.1910982
Low,41.4233889,2.1523418
Medium,41.4231383,2.1737802
Low,41.4460404,2.1761015
Low,41.4324549,2.1673645
Low,41.4137994,2.1765824
Low,41.418413,2.1582527
Low,41.442075,2.1647434
Low,41.4151831,2.1619121
Low,41.421592,2.1546709
Low,41.4376685,2.1681897
Low,41.4266656,2.1786451
Low,41.4433692,2.179822
Low,41.4166646,2.162258
Low,41.4243228,2.1532908
Low,41.427066,2.186264
Low,41.4321952,2.1659005
Low,41.4243228,2.1532908
Low,41.429892,2.1922205
Low,41.4280419,2.1863973
Low,41.4308555,2.1882429
Low,41.4211133,2.1567085
Low,41.4195218,2.1766169
Low,41.4402869,2.1564146
Low,41.4225547,2.1566271
Low,41.4290852,2.1825537
Low,41.4301179,2.1763743
Low,41.4165941,2.1799258
Low,41.4297459,2.1896003
Low,41.4301179,2.1763743
Low,41.4271176,2.1667089
Low,41.4377857,2.1742894
Low,41.4177146,2.1721176
Low,41.4218903,2.1592823
Low,41.4462299,2.1742638
Low,41.4278731,2.1909594
Low,41.4404933,2.1746842
Low,41.4363842,2.1723217
Low,41.4163945,2.1838485
Low,41.4374951,2.1578806
Low,41.4180763,2.1624835
Low,41.4187775,2.1608123
Low,41.4451727,2.175475
Low,41.4286753,2.1958688
Low,41.4274253,2.1785858
Low,41.4267686,2.1725401
Low,41.4473038,2.1820825
Low,41.4126754,2.1714157
Low,41.4245258,2.1586009
Low,41.4424812,2.1802448
Low,41.4275012,2.1742011
Low,41.4400026,2.1789661
Low,41.4170347,2.1618158
Low,41.4282183,2.1737559
Low,41.4200372,2.1579476
Low,41.419091,2.1763282
Low,41.415475,2.1618315
Low,41.4234119,2.1826175
Medium,41.4241256,2.1751307
Low,41.441034,2.1782182
Low,41.4427609,2.1877192
Low,41.4200679,2.1600223
Medium,41.424187,2.1756332
Medium,41.4254871,2.1731775
Low,41.4216505,2.1556496
Low,41.4329463,2.1718211
Low,41.4459939,2.1746848
Low,41.4386634,2.1822207
Low,41.4322197,2.1796995
Low,41.4245435,2.1546499
Medium,41.4174953,2.1770112
Low,41.4406182,2.1856905
Medium,41.4205129,2.1871314
Low,41.4301551,2.1778658
Low,41.4310976,2.1811126
Low,41.4165246,2.1618871
Low,41.4412084,2.162927
Low,41.4451515,2.1816887
Low,41.4413506,2.1752959
Low,41.4203946,2.1583819
Low,41.420301,2.1579098
Low,41.4219197,2.174138
Low,41.4190575,2.1759378
Low,41.4235975,2.153545
Low,41.4414129,2.1798995
Low,41.4310238,2.1712872
Low,41.4175031,2.1579159
Low,41.4204861,2.1888152
Low,41.4236115,2.1917779
Low,41.4451609,2.183562
Low,41.4203291,2.1579449
Low,41.4310474,2.1877125
Low,41.4230255,2.1536615
Low,41.4302592,2.1954612
Low,41.437484,2.1620232
Low,41.4354072,2.1829912
Medium,41.4255565,2.1667237
Low,41.41641,2.1751
Low,41.4403724,2.1847922
Low,41.4440161,2.1787858
Low,41.4433041,2.1803582
Low,41.4207343,2.1749949
Low,41.4293565,2.1883199
Low,41.4335168,2.1698097
Low,41.4305564,2.1858803
Low,41.4191099,2.1779851
Low,41.4387136,2.1780005
Low,41.4329618,2.1675149
Low,41.4335746,2.1703375
Low,41.4221705,2.1757645
Low,41.446468,2.1748734
Low,41.4458722,2.1833901
Low,41.4223321,2.1762922
Low,41.4360408,2.1587998
Low,41.4218443,2.1895709
Low,41.4405282,2.1887724
Low,41.4246641,2.1874455
Low,41.4353611,2.1883617
Low,41.4251229,2.1553063
Low,41.4301179,2.1763743
Medium,41.43328,2.1881388
Low,41.4272229,2.1905684
Low,41.4200628,2.1844667
Low,41.4332658,2.1771128
Low,41.4438522,2.1714272
Medium,41.4250648,2.1776285
Low,41.4316941,2.1659109
Low,41.4204105,2.1810072
Low,41.4325711,2.1712768
Low,41.4450487,2.1814148
Low,41.43371,2.1787489
Low,41.4300033,2.1694549
High,41.4270578,2.1662298
Low,41.4316963,2.1683178
Low,41.4446071,2.1836155
Low,41.4292066,2.1663904
Low,41.4467319,2.1838738
Low,41.4329018,2.1529543
Low,41.4369197,2.1845928
Low,41.4205875,2.1833725
Low,41.4298311,2.1610179
Low,41.4300128,2.1805399
Low,41.4384575,2.1733541
Low,41.437051,2.180112
Low,41.4214815,2.1772792
Medium,41.424723,2.1769387
Low,41.4194527,2.1806487
Low,41.4172216,2.1612029
Low,41.4169831,2.1687457
Low,41.4176693,2.1789424
Medium,41.4247114,2.1747906
Low,41.4311509,2.1690105
Low,41.4299019,2.164101
Low,41.4359073,2.1877423
Low,41.4383195,2.1632432
Medium,41.4328128,2.1818971
Low,41.421959,2.1751707
Low,41.4141099,2.1814246
Low,41.4318361,2.1692526
Low,41.4173269,2.1860388
Low,41.4168215,2.1705302
Low,41.4472392,2.1696982
Low,41.4406915,2.1749075
Low,41.4294883,2.1717177
Low,41.4396938,2.1734696
Low,41.4277661,2.1878492
Low,41.4182173,2.15896
Low,41.4277397,2.167497
Low,41.4179954,2.1747666
Low,41.4157714,2.1826881
Medium,41.4315248,2.1915128
Low,41.4361387,2.1709174
Low,41.4321162,2.1696395
Low,41.4212651,2.1559261
Low,41.4168155,2.1649994
Low,41.426687,2.1789342
Low,41.4371698,2.170975
Medium,41.4238712,2.1763421
Low,41.4189022,2.1752019
Low,41.41301,2.1706345
Low,41.4232628,2.1576524
Low,41.4230025,2.1621039
Low,41.4320003,2.1896058
Low,41.4144395,2.1685865
Low,41.415325,2.1804552
Low,41.426531,2.1645076
Medium,41.4197575,2.1602385
Low,41.4384737,2.1867015
Low,41.4407489,2.1658612
Low,41.439707,2.1882188
Low,41.4199573,2.1758087
Medium,41.4245955,2.1784814
Low,41.428273,2.1858545
Low,41.4406739,2.1881928
Low,41.4406739,2.1881928
Low,41.4475664,2.1761256
Low,41.4406739,2.1881928
Low,41.4406739,2.1881928
Low,41.419619,2.1751261
Low,41.4354351,2.1873469
Low,41.4347628,2.1854063
Low,41.4319781,2.1686958
Low,41.4290924,2.1899311
Low,41.4247816,2.1866661
Low,41.4210805,2.1771318
Medium,41.4252373,2.1658306
Low,41.4406739,2.1881928
Low,41.4160611,2.173986
Low,41.4315776,2.1795371
Low,41.4338412,2.1707237
Low,41.4184629,2.1776472
Low,41.4191954,2.1751068
Low,41.4135435,2.1798367
Low,41.4435117,2.1793399
Low,41.4423666,2.1799317
Low,41.4453482,2.1737807
Low,41.4423235,2.1765955
Low,41.4178931,2.1595385
Low,41.4459817,2.1732098
Low,41.4451044,2.1749885
Low,41.4257711,2.1926128
Medium,41.4320266,2.191801
Low,41.4232498,2.1748663
Low,41.4374225,2.1747487
Medium,41.4257953,2.1741139
Low,41.4385878,2.1763257
Low,41.4357229,2.1622833
Low,41.4334149,2.1726057
Low,41.4215795,2.1721504
Low,41.4227907,2.1756494
Low,41.4217182,2.1537093
Low,41.4336889,2.1705889
Low,41.424739,2.1634986
Low,41.4178904,2.1729417
Low,41.4228731,2.1890764
Low,41.4410001,2.182317
Low,41.4319026,2.169901
Medium,41.4264044,2.175535
Low,41.4385858,2.1709283
Low,41.4429984,2.1825849
Low,41.4272728,2.1778237
Low,41.4422205,2.1792052
Low,41.4437043,2.1766845
Low,41.4467677,2.1747939
Low,41.4477005,2.1729745
Low,41.446346,2.1747261
Low,41.4417002,2.1809295
Low,41.4240473,2.1854421
Low,41.4238976,2.1851846
Low,41.4212974,2.187226
Low,41.4422957,2.1845687
Low,41.4332178,2.1831804
Medium,41.4240111,2.1768505
Low,41.4176193,2.1600486
Low,41.4475459,2.1758045
Low,41.4259131,2.1727848
Low,41.4338177,2.169752
Low,41.4220733,2.155319
Low,41.4445665,2.1792501
Medium,41.4309055,2.1839795
Low,41.4445359,2.1760498
Low,41.4389268,2.1585184
Low,41.4407955,2.1749499
Low,41.414144,2.1823244
Low,41.4292473,2.175762
Low,41.4183827,2.1696495
Low,41.4369864,2.1870388
Low,41.4347222,2.1686706
Low,41.4170158,2.1610765
Low,41.4391595,2.1799659
Low,41.4199712,2.1815273
Low,41.4462359,2.1823416
Low,41.4231134,2.1718264
Low,41.4282464,2.1917927
Low,41.438078,2.190404
Low,41.4440312,2.1856501
Low,41.4315203,2.1654875
Low,41.4336087,2.1594876
Low,41.4242116,2.1580942
Low,41.4422789,2.1846034
Low,41.4133609,2.1726732
Low,41.4255699,2.1536482
Low,41.4140051,2.1693133
Low,41.4477166,2.1708089
Low,41.4461865,2.1726441
Low,41.4464142,2.1748281
Low,41.4312707,2.1678621
Low,41.4164574,2.1622746
Low,41.4310538,2.1682555
Low,41.4184742,2.1776189
Low,41.418111,2.1873712
Low,41.4261492,2.1602989
Low,41.4420827,2.1811249
Low,41.420978,2.1568586
Low,41.443425,2.1753201
Low,41.4210033,2.1823542
Low,41.4221659,2.1848348
Low,41.4334765,2.1743352
Low,41.4194813,2.166973
Low,41.4195067,2.1609628
Low,41.4318694,2.1855501
Low,41.4280915,2.171647
Low,41.4266719,2.1813681
Low,41.4321668,2.1688176
Low,41.4407512,2.1652227
Low,41.4321725,2.1639687
Low,41.434162,2.1738807
Low,41.4402711,2.1826218
Low,41.4276422,2.1711126
Low,41.4156391,2.1842399
Low,41.4271834,2.1861386
Low,41.4457532,2.183398
Low,41.4399217,2.1743161
Low,41.4184261,2.1768804
Low,41.4468143,2.1749446
Low,41.4358919,2.1793226
Low,41.4361043,2.1775434
Low,41.4395984,2.183318
Low,41.4168517,2.1846462
Low,41.417021,2.1703717
Low,41.4241891,2.1831224
Low,41.4257968,2.1857239
Low,41.4237758,2.1552154
Low,41.4338971,2.1584898
Low,41.4209191,2.1773322
Low,41.4133507,2.1711802
Low,41.4366271,2.1757863
Low,41.4359284,2.188687
Low,41.4361115,2.1760151
Low,41.4356597,2.1693991
Low,41.4268526,2.1793209
Low,41.4297986,2.162947
Low,41.4446455,2.1764877
Low,41.4379967,2.17631
Low,41.4450639,2.1853701
Low,41.447563,2.1765568
Low,41.417663,2.1799578
Low,41.4320165,2.16853
Low,41.4304995,2.1696373
Medium,41.4289541,2.1615994
Low,41.4468706,2.1735758
Low,41.4261626,2.1558301
Low,41.419386,2.1805173
Low,41.4452661,2.177742
Low,41.4427292,2.1803707
Low,41.4340191,2.1699467
Low,41.4162498,2.1859694
Low,41.4276701,2.1734857
Low,41.4207709,2.1752304
Low,41.4304668,2.171148
Low,41.4192051,2.1737211
Low,41.4238644,2.1774714
Medium,41.4299973,2.1794034
Low,41.4316345,2.1882217
Low,41.4313089,2.1750305
Low,41.4349533,2.1575955
Low,41.4258313,2.1525976
Low,41.43935,2.1785169
Low,41.4254308,2.1746108
Medium,41.4320376,2.1892039
Low,41.4460701,2.1765272
Low,41.420089,2.1574067
Low,41.4346946,2.1683572
Low,41.4211323,2.1791042
Low,41.4225025,2.1744824
Low,41.432356,2.1858525
Low,41.4429061,2.1752372
Low,41.4157532,2.1616803
Low,41.4254018,2.1561947
Low,41.4160218,2.1879874
Low,41.4381229,2.1912754
Low,41.4418366,2.1815425
Low,41.4206717,2.1791324
Low,41.4371573,2.1606077
Medium,41.4287368,2.1903203
Low,41.4312317,2.1709465
Low,41.4178201,2.1819505
Low,41.4192895,2.1699934
Low,41.445755,2.1758264
Low,41.4217941,2.1714716
Low,41.4423925,2.1705728
Low,41.4193549,2.1622378
Low,41.4224531,2.1571155
Low,41.4311868,2.1694526
Low,41.4316653,2.1942832
Medium,41.4315528,2.1884998
Low,41.4458119,2.18537
Low,41.4272321,2.1851067
Low,41.4173834,2.1862065
Low,41.4316873,2.1795509
Medium,41.4213888,2.1726534
Low,41.4173426,2.1627998
Low,41.440004,2.1774658
Low,41.4339572,2.1670431
Low,41.4301093,2.1709544
Low,41.4223207,2.1538733
Low,41.448018,2.1755062
Medium,41.4173571,2.1878694
Low,41.4161206,2.1756055
Low,41.4159986,2.1709869
Low,41.4204201,2.1719542
Low,41.4172873,2.1709459
Low,41.4224328,2.1590886
Low,41.4298554,2.1715993
Low,41.4129666,2.1722677
Medium,41.4250248,2.1636691
Low,41.4186766,2.1683077
Low,41.4325311,2.1673869
Low,41.4210552,2.1759112
Low,41.4217096,2.1556463
Low,41.4305012,2.169199
Low,41.4353683,2.1598939
Low,41.4233467,2.191293
Low,41.4381697,2.1672275
Low,41.4277985,2.1549377
Low,41.4419505,2.185528
Low,41.433772,2.1694453
Low,41.433984,2.159942
Low,41.4437745,2.1768925
Low,41.4216483,2.1847761
Low,41.4345666,2.1576519
Low,41.4175348,2.1662948
Low,41.4401105,2.1779195
Low,41.4445079,2.1744384
Low,41.4165024,2.1857007
Low,41.4261142,2.1814272
Low,41.4452212,2.1835066
Low,41.4197826,2.1564533
Low,41.4472304,2.1735192
Low,41.4153617,2.1789774
Low,41.4404032,2.1854398
Low,41.4326907,2.1662973
Low,41.4242086,2.1810622
Low,41.4362506,2.173604
Low,41.4314414,2.1640054
Low,41.4416016,2.1780698
Low,41.4383367,2.173903
Low,41.4475599,2.173902
Low,41.4211417,2.1745817
Low,41.4163703,2.1826407
Low,41.4253404,2.1531224
Low,41.4337048,2.1709169
Low,41.4226435,2.1908687
Low,41.4399075,2.1719766
Low,41.4426143,2.1775935
Low,41.4174964,2.1833757
Low,41.429594,2.1947798
Low,41.4158487,2.1830239
Low,41.4442536,2.177495
Low,41.4195341,2.171029
Low,41.4481864,2.1756748
Low,41.4259171,2.1817702
Low,41.4385333,2.1927839
Low,41.4262123,2.1514125
Low,41.4189224,2.169328
Low,41.4398938,2.1814222
Low,41.4309715,2.1558924
Low,41.4429774,2.1807945
Low,41.4215133,2.1864519
Low,41.4405299,2.1801482
Low,41.4447212,2.1817152
Low,41.422835,2.1885918
Low,41.4292483,2.1665886
Low,41.4181913,2.1719333
Low,41.4156533,2.1620186
Low,41.4442995,2.1839582
Low,41.4193492,2.1870831
Low,41.4436169,2.1720706
Low,41.4430901,2.1844354
Low,41.4430452,2.1776151
Low,41.4302703,2.1765658
Low,41.4469801,2.1717378
Low,41.44655,2.1840426
Low,41.4304189,2.1761166
Low,41.4223587,2.1911807
Low,41.4240473,2.1854421
Low,41.4455596,2.1745521
Low,41.4210052,2.1590253
Low,41.4310954,2.1688901
Low,41.4231839,2.1849605
Low,41.4378532,2.1576609
Low,41.4182342,2.1684696
Low,41.4449613,2.1703692
Low,41.4217203,2.1727069
Low,41.4426894,2.1915952
Low,41.4470387,2.1725718
Low,41.4339668,2.1681399
Low,41.4182984,2.1616127
Low,41.4407879,2.1781946
Low,41.4170464,2.1876638
Low,41.4416976,2.18198
Low,41.4249376,2.1736496
Low,41.4320316,2.1791701
Low,41.4394844,2.1769771
Low,41.4228433,2.1630937
Low,41.4199659,2.1779687
Low,41.4437072,2.1768609
Low,41.4479708,2.1721813
Low,41.4416271,2.175669
Low,41.4339013,2.1697582
Low,41.4420918,2.1735435
Low,41.4178642,2.1866269
Low,41.4221509,2.176704
Low,41.4183185,2.1830389
Low,41.4234969,2.1848109
Low,41.4240473,2.1854421
Low,41.4437174,2.1831988
Low,41.4183847,2.1892748
Low,41.4366751,2.1676596
Low,41.4328908,2.1826567
Low,41.4235293,2.1557152
Low,41.4450141,2.1760945
Low,41.4297061,2.1668737
Low,41.4472863,2.1719738
Low,41.4258208,2.1537784
Low,41.4271994,2.170261
Low,41.4139675,2.1716493
Low,41.4413464,2.1780048
Low,41.4464352,2.1710533
Low,41.4153928,2.1711293
Low,41.4195204,2.1610689
Low,41.4248844,2.1703765
Low,41.4162533,2.1784111
Low,41.4244549,2.184055
Low,41.4398324,2.1768605
Low,41.444378,2.1769697
Low,41.4438072,2.1768556
Low,41.4361917,2.1868499
Low,41.4456761,2.1771049
Low,41.4453201,2.1726225
Low,41.4333529,2.1670381
Low,41.4423281,2.1730021
Low,41.4241137,2.1525437
Low,41.418237,2.1685749
Low,41.4302794,2.1707736
Low,41.4231031,2.1628785
Low,41.4406918,2.1788367
Low,41.4404029,2.1765219
Low,41.4346681,2.1696368
Low,41.4421624,2.1611283
Low,41.4463373,2.1744482
Low,41.4385332,2.1899596
Low,41.4451558,2.1719662
Low,41.4404103,2.1764514
Low,41.4469908,2.1753773
Low,41.444509,2.1787771
Low,41.4323601,2.1687441
Low,41.4447012,2.1719441
Low,41.4237119,2.1962701
Low,41.433164,2.1700038
Low,41.4158935,2.1621869
Low,41.4438898,2.1812632
Low,41.4412143,2.1716643
Low,41.4444976,2.1851377
Low,41.4471524,2.1742562
Low,41.4271693,2.1740676
Low,41.4226304,2.1563585
Low,41.4376836,2.1674958
Low,41.4460513,2.1772153
Low,41.4307061,2.1672593
Low,41.4405752,2.1724188
Low,41.4432556,2.1853428
Low,41.413616,2.1691258
Low,41.4169996,2.1583199
Low,41.4326826,2.1669839
Low,41.4321264,2.1662015
Low,41.4425235,2.1706819
Low,41.4130855,2.1794616
Low,41.4325161,2.1675355
Low,41.4276003,2.1800013
Low,41.4372438,2.174207
Low,41.4329253,2.1562391
Low,41.426535,2.1573351
Low,41.428707,2.1687926
Low,41.4153608,2.1867269
Low,41.4226039,2.1761179
Low,41.4186518,2.1716411
Low,41.4145975,2.1842133
Low,41.4173545,2.1882385
Low,41.4132816,2.17639
Low,41.4428016,2.1710633
Low,41.4421677,2.1767289
Low,41.4339537,2.1721196
Low,41.4208337,2.1570099
Low,41.4466804,2.1741277
Low,41.4339166,2.1681979
Low,41.4368071,2.1781952
Low,41.4387983,2.1948904
Low,41.4294648,2.1961894
Low,41.4339622,2.1691544
Low,41.4200725,2.1554936
Low,41.4336285,2.1689254
Low,41.4341367,2.1677944
Low,41.4414412,2.1814641
Low,41.4292551,2.1730812
Low,41.4238786,2.1579005
Low,41.4312536,2.1691163
Low,41.4189597,2.1672133
Low,41.4144875,2.1757773
Low,41.4316962,2.1703081
Low,41.4403378,2.1717762
Low,41.4151305,2.1620182
Low,41.4197303,2.1693561
Low,41.4299039,2.1771073
Low,41.4353281,2.1591693
Low,41.432435,2.1675865
Low,41.4451959,2.1818884
Low,41.4206232,2.176521
Low,41.4164882,2.1624306
Low,41.4260166,2.1823464
Low,41.4428317,2.1744552
Low,41.4265057,2.1839443
Low,41.4331274,2.1692006
Low,41.4461534,2.1767761
Low,41.42235,2.1536945
Low,41.4322838,2.1695951
Low,41.4458886,2.1829194
Low,41.4478457,2.1735022
Low,41.4428535,2.177798
Low,41.4410691,2.188866
Low,41.425247,2.1720121
Low,41.4224759,2.1563601
High,41.4079895,2.2157138
Medium,41.4093923,2.1845005
Very High,41.4054675,2.2161473
Medium,41.4118274,2.2216659
High,41.4058485,2.2143449
High,41.4050896,2.2161859
Medium,41.4086293,2.2114466
High,41.4032679,2.2129452
Medium,41.4070728,2.2162004
High,41.407976,2.2175623
Medium,41.4045123,2.2139528
Medium,41.4143423,2.2183966
Medium,41.4033173,2.2133896
Low,41.418717,2.2100541
Medium,41.4126532,2.2189839
Medium,41.4079928,2.214415
Low,41.4016066,2.203182
Low,41.408519,2.1834984
High,41.4052457,2.2154735
Medium,41.4051294,2.2033568
Low,41.4091636,2.2120696
Low,41.4015881,2.1869585
High,41.4079343,2.215076
High,41.3980098,2.2097275
High,41.4046896,2.2171859
High,41.4081343,2.216976
High,41.3986098,2.2060275
Low,41.4067704,2.1990898
Low,41.4171427,2.1986965
Low,41.4176466,2.2179151
Low,41.4035328,2.2005167
Medium,41.4080655,2.2010725
High,41.4078276,2.2165422
High,41.4071714,2.2175913
Low,41.4055896,2.2001941
Low,41.4249947,2.2064167
Low,41.4249947,2.2064167
Medium,41.4085173,2.2124841
Low,41.4250035,2.2064334
Low,41.4048996,2.1994455
High,41.4082896,2.2153859
Medium,41.408326,2.2162229
Medium,41.4102871,2.2209818
Low,41.4123051,2.2201176
High,41.4098588,2.2135412
Low,41.4161741,2.2066051
Medium,41.4064024,2.2143626
Low,41.4068056,2.2016633
Low,41.41969,2.22066
Low,41.4102758,2.1858962
Medium,41.4110016,2.2191119
Very High,41.4044091,2.2164651
Medium,41.4080041,2.2146902
High,41.4049392,2.2164346
Low,41.4109994,2.2110663
Low,41.4109994,2.2110663
Low,41.4109994,2.2110663
Medium,41.4085173,2.2124841
Low,41.4068298,2.1882717
High,41.4066745,2.2154072
Low,41.4188028,2.2085756
Low,41.4119665,2.2193516
Low,41.4072931,2.1864024
Medium,41.4070795,2.211393
High,41.4057399,2.2157945
Low,41.4141353,2.1852362
Low,41.406264,2.2025243
Low,41.4196183,2.2222028
Medium,41.3992253,2.190112
Medium,41.4085173,2.2124841
Medium,41.4132834,2.2205827
High,41.4033171,2.2132781
Medium,41.4079369,2.2155743
High,41.4051213,2.2148526
Low,41.4093438,2.2017153
Low,41.4182362,2.2049235
Medium,41.4039292,2.2111436
Low,41.3979462,2.2080403
Low,41.4262438,2.2047725
High,41.4065144,2.2167389
Low,41.4014519,2.1998364
Low,41.4229174,2.2072913
Low,41.4106157,2.2188983
Low,41.4060048,2.1971302
Medium,41.4071068,2.216388
Low,41.4076434,2.1886623
Low,41.4124016,2.1847612
Low,41.4077762,2.2110735
Low,41.4212399,2.2039597
High,41.4015931,2.2146098
Low,41.4090218,2.1896274
Medium,41.4072697,2.2142138
Medium,41.4078537,2.215399
Low,41.4189383,2.2086266
Medium,41.4050234,2.2162551
Low,41.4060852,2.1881061
Low,41.4154532,2.2127867
High,41.4045545,2.2174885
Low,41.4088281,2.1874545
Low,41.4077368,2.2000184
Low,41.4170652,2.1993104
Medium,41.394001,2.1928401
Low,41.4135775,2.1991825
Low,41.4206438,2.208109
Low,41.4198173,2.2053524
Low,41.423386,2.2109108
High,41.408662,2.2165633
Low,41.4038085,2.1998108
Medium,41.4043267,2.2169507
High,41.4074343,2.217376
Low,41.4043665,2.1996808
Low,41.4194042,2.2079162
Low,41.4225374,2.209938
Low,41.405606,2.1854307
Low,41.4147696,2.2157189
Low,41.4219913,2.2057795
Low,41.4191928,2.2051982
Low,41.4245145,2.2025657
Low,41.4052643,2.1841322
Low,41.4077987,2.1902549
Low,41.4035549,2.2035611
Low,41.4053919,2.1996667
Low,41.4208259,2.208125
Low,41.4205785,2.2048832
Low,41.4165813,2.208594
Low,41.4166298,2.2202036
Low,41.4023422,2.1970677
Low,41.40867,2.2051079
Low,41.4160663,2.2156442
Low,41.4110643,2.2175541
Low,41.422989,2.2062942
Low,41.4124061,2.2196224
Low,41.4114826,2.2136853
Low,41.4123101,2.1866336
Low,41.4179367,2.2149838
Low,41.4096307,2.2103384
Low,41.4094652,2.2102803
Low,41.4123243,2.2193397
Medium,41.4070229,2.2157922
Medium,41.4037251,2.208469
Medium,41.4087872,2.2178806
Low,41.4037251,2.208469
Low,41.4155775,2.2197412
Low,41.4211651,2.2044151
Low,41.4194223,2.207366
Low,41.4193945,2.2058018
Low,41.4232854,2.2117031
Medium,41.4054229,2.2144922
Low,41.4218347,2.2093783
Low,41.4042006,2.2091049
Low,41.4173615,2.2063066
Low,41.4161889,2.1911441
Medium,41.403612,2.2149733
Low,41.4146884,2.2060603
Low,41.4138302,2.1906436
Low,41.4176053,2.2242501
Low,41.4163133,2.2051707
Medium,41.4081817,2.184431
Low,41.4072083,2.2012686
Low,41.4186392,2.225272
Low,41.4111357,2.1855414
Low,41.4097574,2.1853291
Medium,41.4159484,2.2248566
Low,41.4195943,2.2253322
High,41.407546,2.2189453
Low,41.4147759,2.2035493
Low,41.4188254,2.2107793
Low,41.4204326,2.2204896
Low,41.4139952,2.2037003
Low,41.4122186,2.1852075
Medium,41.4142247,2.2182066
Low,41.417484,2.2074435
Low,41.4110912,2.2108193
Low,41.4196078,2.204502
Low,41.41173,2.2142778
Low,41.4108343,2.1877994
Low,41.4193808,2.2079464
Low,41.4176053,2.2242501
Low,41.4176053,2.2242501
High,41.4083388,2.2164359
Low,41.4059327,2.2042929
Low,41.4060729,2.1852088
Low,41.4122347,2.21798
Low,41.4153242,2.2119546
Low,41.4170959,2.2228451
Low,41.414808,2.1874473
Low,41.4146865,2.1951511
Low,41.4082982,2.1845719
Low,41.4003335,2.201042
Low,41.4111494,2.1860501
Low,41.417485,2.2105942
Low,41.4114915,2.1905317
Low,41.4229717,2.204196
Low,41.416028,2.2086266
Low,41.4085392,2.1842342
Medium,41.4062645,2.2056508
Low,41.4072842,2.2074425
Low,41.421245,2.2053975
Low,41.4136851,2.1972665
High,41.4071989,2.2178493
Low,41.4181548,2.2069058
